,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_count,param_dim_reduce,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
32,20.56310920715332,0.2794647087638179,4.75790491104126,0.16720853049264056,SVC(kernel='linear'),"CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","TruncatedSVD(n_components=500, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=500, random_state=42)}",0.9759036144578314,0.9789156626506024,0.945619335347432,0.9577039274924471,0.9516616314199395,0.9619608342736505,0.01321443715394357,43
89,3.5341655254364013,0.563303162497244,0.16523275375366211,0.004984679196633513,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.963855421686747,0.9668674698795181,0.9516616314199395,0.9697885196374623,0.9546827794561934,0.9613711644159721,0.007017724720049801,44
117,1.6382070541381837,0.023690500925495187,0.06453313827514648,0.0022386664973024664,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","TruncatedSVD(n_components=500, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=500, random_state=42)}",0.963855421686747,0.9668674698795181,0.9577039274924471,0.9577039274924471,0.9607250755287009,0.9613711644159721,0.0035691901628461422,44
84,10.074112367630004,0.39991004555237614,2.055934286117554,0.07967071140404133,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9728915662650602,0.9668674698795181,0.9577039274924471,0.9546827794561934,0.9516616314199395,0.9607614749026319,0.007918694046674571,46
69,10.64735803604126,0.5918025419277236,2.0655431270599367,0.08498925212268586,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9698795180722891,0.9578313253012049,0.9607250755287009,0.9516616314199395,0.9607250755287009,0.960164525170167,0.005877968088606305,47
209,3.5348971843719483,0.5832657401740928,0.16190948486328124,0.006212736630079006,GaussianNB(),"CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9578313253012049,0.9759036144578314,0.9546827794561934,0.9637462235649547,0.9486404833836858,0.960160885232774,0.009261148152883987,48
99,10.981872940063477,0.7499835067762851,2.0250292301177977,0.07719913582882028,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9728915662650602,0.9548192771084337,0.9607250755287009,0.9486404833836858,0.9577039274924471,0.9589560659556655,0.008030189041854685,49
149,3.55114164352417,0.6097811914065041,0.16283597946166992,0.00599830871464005,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9608433734939759,0.9518072289156626,0.9546827794561934,0.9607250755287009,0.9607250755287009,0.9577567065846466,0.003794608109145926,50
79,20.11238651275635,0.9106312213581939,4.465285587310791,0.16145866711937146,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9698795180722891,0.9518072289156626,0.9546827794561934,0.9516616314199395,0.9607250755287009,0.957751246678557,0.006895924554231716,51
71,0.6919607162475586,0.006401895762817261,0.14771246910095215,0.005393707395369501,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9698795180722891,0.9578313253012049,0.9395770392749244,0.9607250755287009,0.9607250755287009,0.957747606741164,0.009950783327459748,52
156,8.113458585739135,0.07755287262809636,2.0105926036834716,0.07792773264311029,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9578313253012049,0.9578313253012049,0.9546827794561934,0.9516616314199395,0.9637462235649547,0.9571506570086996,0.00401616579276954,53
171,8.273291730880738,0.13070717025310277,2.03107590675354,0.0789864560433093,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9548192771084337,0.9608433734939759,0.9546827794561934,0.9516616314199395,0.9637462235649547,0.9571506570086994,0.004445060337188049,54
64,21.138068389892577,0.8458036710463075,4.4857950687408445,0.1681260333945232,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.963855421686747,0.9518072289156626,0.945619335347432,0.9667673716012085,0.9577039274924471,0.9571506570086994,0.007736469223244251,54
86,0.6657905578613281,0.0045671195792927706,0.14707365036010742,0.005310233184103044,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9668674698795181,0.9578313253012049,0.9395770392749244,0.9637462235649547,0.9577039274924471,0.9571451971026098,0.009460647539329299,56
214,22.61742959022522,0.7389531032117588,4.694487810134888,0.15636419070520574,GaussianNB(),"CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9427710843373494,0.9518072289156626,0.9577039274924471,0.9788519637462235,0.9516616314199395,0.9565591671823246,0.012124003111026682,57
76,18.120284223556517,0.10111182259715756,4.504399394989013,0.26426131553557397,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9608433734939759,0.9518072289156626,0.9516616314199395,0.9637462235649547,0.9546827794561934,0.9565482473701451,0.004900922600678137,58
61,18.56470432281494,0.3719522824950662,4.682941675186157,0.31303303304159286,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.963855421686747,0.9548192771084337,0.9486404833836858,0.9607250755287009,0.9546827794561934,0.9565446074327522,0.005288528409359228,59
121,17.831911182403566,0.1643027372612934,4.436157846450806,0.1587341288017777,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9578313253012049,0.9518072289156626,0.9516616314199395,0.9607250755287009,0.9577039274924471,0.9559458377315909,0.0036047070215426366,60
114,10.451996564865112,0.29303510707762326,2.028312397003174,0.07776659766216859,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9608433734939759,0.9518072289156626,0.9577039274924471,0.9577039274924471,0.9516616314199395,0.9559440177628945,0.0036235371075493987,61
126,8.242276859283447,0.07772747216934167,2.0414976119995116,0.08124838462270634,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9548192771084337,0.9578313253012049,0.9516616314199395,0.9516616314199395,0.9637462235649547,0.9559440177628945,0.0045250204914964835,61
96,8.115625095367431,0.08376289790600303,2.0076988697052003,0.07665544420698527,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.963855421686747,0.9608433734939759,0.9425981873111783,0.9546827794561934,0.9577039274924471,0.9559367378881083,0.007340203381536018,63
139,19.944917678833008,0.7983834931930546,4.425150632858276,0.15328522844240344,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9728915662650602,0.9427710843373494,0.9486404833836858,0.9577039274924471,0.9546827794561934,0.9553379681869473,0.010167976333325359,64
136,17.72461919784546,0.1590700135909294,4.416204786300659,0.15894052410340043,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.963855421686747,0.9518072289156626,0.9425981873111783,0.9607250755287009,0.9577039274924471,0.955337968186947,0.0075091123261342785,65
141,8.225915431976318,0.07633547235889468,2.0446840286254884,0.08064515048044771,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9548192771084337,0.9608433734939759,0.9486404833836858,0.9516616314199395,0.9607250755287009,0.955337968186947,0.0048573904157589685,65
66,8.307333707809448,0.12330541573105955,2.0573028564453124,0.07812859896234903,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9578313253012049,0.9608433734939759,0.945619335347432,0.9546827794561934,0.9577039274924471,0.9553361482182506,0.0052345995206880816,67
81,8.31549792289734,0.05775896756622624,2.062695932388306,0.08502291635615276,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9578313253012049,0.9608433734939759,0.9486404833836858,0.9516616314199395,0.9546827794561934,0.9547319186109998,0.004324138384432804,68
131,0.683329439163208,0.004094089792373476,0.148345947265625,0.008066012106991004,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9668674698795181,0.9548192771084337,0.9335347432024169,0.9577039274924471,0.9577039274924471,0.9541258690350526,0.011067327360663152,69
109,21.05435848236084,0.8524014434879921,4.662949562072754,0.16872860047699753,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9518072289156626,0.9457831325301205,0.9546827794561934,0.9577039274924471,0.9577039274924471,0.9535361991773742,0.004453177417416465,70
119,3.4644769191741944,0.16451719472274764,0.07040934562683106,0.0020665449055349877,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9608433734939759,0.9487951807228916,0.9607250755287009,0.9486404833836858,0.9486404833836858,0.953528919302588,0.005924319318805625,71
146,0.6569422245025635,0.005002758720504432,0.14533896446228028,0.0058705161177137755,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.963855421686747,0.9548192771084337,0.9335347432024169,0.9577039274924471,0.9577039274924471,0.9535234593964983,0.010420460550280012,72
229,91.58627200126648,141.50771164261056,4.653323793411255,0.16480562394673395,GaussianNB(),"CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': GaussianNB(), 'count': CountVectorizer(min_df=5, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9397590361445783,0.9518072289156626,0.9516616314199395,0.9697885196374623,0.9516616314199395,0.9529356095075165,0.009614176496530995,73
111,8.100748205184937,0.07263282406412405,2.0075379848480224,0.0770333122518489,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.963855421686747,0.9608433734939759,0.9395770392749244,0.9486404833836858,0.9516616314199395,0.9529155898518546,0.008721187449063167,74
129,10.624360942840577,0.5681148030144475,2.058726119995117,0.08046080397134855,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessStem at 0x177105d30>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9578313253012049,0.9518072289156626,0.9577039274924471,0.9486404833836858,0.945619335347432,0.9523204600880865,0.004859260525266421,75
94,22.48380627632141,0.6887257386148918,4.674258995056152,0.1718561369310902,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9548192771084337,0.9487951807228916,0.9546827794561934,0.9516616314199395,0.9486404833836858,0.9517198704182288,0.0026990730965271896,76
91,18.643995809555054,0.17190879427880582,4.648383760452271,0.17339914992723926,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocessNC at 0x177105e50>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9548192771084337,0.9427710843373494,0.9516616314199395,0.9577039274924471,0.9486404833836858,0.9511192807483712,0.005160978778330056,77
11,0.6764025688171387,0.008349355497780493,0.15081462860107422,0.005579800697539596,SVC(kernel='linear'),"CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9578313253012049,0.9457831325301205,0.945619335347432,0.9546827794561934,0.9516616314199395,0.951115640810978,0.0048325566803826756,78
101,0.35217766761779784,0.008573624571947628,0.05318183898925781,0.0020021956392028413,"LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, penalty='l1', random_state=42,
                   solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessNoCompressNC at 0x177105f70>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9578313253012049,0.9518072289156626,0.9395770392749244,0.9607250755287009,0.945619335347432,0.9511120008735849,0.0077623267231377874,79
1,17.75403709411621,0.15425478813207544,4.439246892929077,0.1588662067975355,SVC(kernel='linear'),"CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english')","TruncatedSVD(n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=3, preprocessor=<function preprocess at 0x177105a60>,
                stop_words='english'), 'dim_reduce': TruncatedSVD(n_components=50, random_state=42)}",0.9578313253012049,0.9427710843373494,0.945619335347432,0.9577039274924471,0.9486404833836858,0.9505132311724239,0.006207396450790706,80
29,3.6365300178527833,0.5280488823601127,0.17275576591491698,0.00808066214660335,SVC(kernel='linear'),"CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': SVC(kernel='linear'), 'count': CountVectorizer(min_df=5,
                preprocessor=<function preprocessNoCompress at 0x177105ca0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.963855421686747,0.9457831325301205,0.9486404833836858,0.9395770392749244,0.9546827794561934,0.9505077712663343,0.008256880067233421,81
159,10.987624263763427,0.6826007692479622,2.0264177322387695,0.07645199286486135,"LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear')","CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english')","NMF(init='random', n_components=50, random_state=42)","{'clf': LogisticRegression(C=10.0, max_iter=5000, random_state=42, solver='liblinear'), 'count': CountVectorizer(min_df=3,
                preprocessor=<function preprocessStemNC at 0x177105ee0>,
                stop_words='english'), 'dim_reduce': NMF(init='random', n_components=50, random_state=42)}",0.9668674698795181,0.9427710843373494,0.9516616314199395,0.9516616314199395,0.9395770392749244,0.9505077712663341,0.009483034869993063,82
